lex,sent,Labels
0,1154,85
0,1155,85
0,1155,85
backdrop,1155,85
0,1155,85
relentless,1155,85
backdrop,1155,85
These,1156,85
0,1156,85
barrier,1156,85
0,1156,85
bureaucracy,1156,34
barrier,1156,85
wealth,1157,35
people,1157,85
squeeze,1157,85
0,1157,85
of,1157,85
market,1157,85
0,1158,85
taxpayer,1158,35
milk,1158,85
0,1158,85
for,1158,85
cent,1158,85
0,1159,85
taxpayer,1159,35
milk,1159,85
0,1159,85
0,1159,85
0,1159,85
0,1160,85
0,1160,85
drain,1160,85
0,1160,85
0,1160,85
0,1160,85
0,1161,85
0,1161,85
drain,1161,85
0,1161,85
wealth,1161,35
drain,1161,85
0,1162,85
taxation,1162,35
extract,1162,85
0,1162,85
0,1162,85
0,1162,85
agency,1163,35
0,1163,85
pull,1163,85
0,1163,85
from,1163,85
paycheck,1163,85
agency,1164,35
0,1164,85
pull,1164,85
0,1164,85
0,1164,85
0,1164,85
0,1165,85
right,1165,35
taken,1165,85
0,1165,85
0,1165,85
0,1165,85
0,1166,85
gun,1166,35
ripping,1166,85
0,1166,85
0,1166,85
0,1166,85
0,1167,85
gun,1167,35
ripping,1167,85
0,1167,85
from,1167,85
hand,1167,85
Bush,1168,85
Democrats,1168,85
pull,1168,85
0,1168,85
to,1168,85
his,1168,85
wealth,1169,35
people,1169,85
squeeze,1169,85
0,1169,85
0,1169,85
0,1169,85
I,1170,85
money,1170,35
pull,1170,85
0,1170,85
from,1170,85
bank,1170,85
I,1171,85
money,1171,35
pull,1171,85
0,1171,85
0,1171,85
0,1171,85
0,1172,85
0,1172,85
extract,1172,85
0,1172,85
0,1172,85
0,1172,85
0,1173,85
0,1173,85
hoover,1173,85
0,1173,85
rich,1173,85
hoover,1173,85
0,1174,85
0,1174,85
hoover,1174,85
0,1174,85
0,1174,85
0,1174,85
Bush,1175,85
Democrats,1175,85
pull,1175,85
0,1175,85
to,1175,85
side,1175,85
Bush,1176,85
Democrats,1176,85
pull,1176,85
0,1176,85
0,1176,85
0,1176,85
0,1177,85
0,1177,85
squeeze,1177,85
0,1177,85
of,1177,85
poverty,1177,35
0,1178,85
0,1178,85
squeeze,1178,85
0,1178,85
invisible,1178,85
squeeze,1178,85
tax,1179,36
0,1179,85
evil,1179,85
0,1179,85
necessary,1179,85
evil,1179,85
election,1180,36
view,1180,85
crushed,1180,85
0,1180,85
0,1180,85
0,1180,85
0,1181,85
0,1181,85
mayhem,1181,85
0,1181,85
0,1181,85
0,1181,85
0,1182,85
tax,1182,36
pay,1182,85
0,1182,85
0,1182,85
0,1182,85
0,1183,85
0,1183,85
monster,1183,85
0,1183,85
of,1183,85
poverty,1183,36
tax,1184,36
0,1184,85
evil,1184,85
0,1184,85
0,1184,85
0,1184,85
0,1185,85
0,1185,85
clutch,1185,85
0,1185,85
0,1185,85
0,1185,85
0,1186,85
gun,1186,36
buying,1186,85
0,1186,85
0,1186,85
0,1186,85
0,1187,85
0,1187,85
clutch,1187,85
0,1187,85
0,1187,85
0,1187,85
0,1188,85
0,1188,85
mayhem,1188,85
0,1188,85
of,1188,85
campaign,1188,36
inequality,1189,36
0,1189,85
evil,1189,85
0,1189,85
for,1189,85
economy,1189,85
inequality,1190,36
0,1190,85
evil,1190,85
0,1190,85
0,1190,85
0,1190,85
0,1191,85
0,1191,85
demon,1191,85
0,1191,85
0,1191,85
0,1191,85
0,1192,85
0,1192,85
demon,1192,85
0,1192,85
control,1192,36
demon,1192,85
EE,1193,85
gun,1193,36
demonize,1193,85
0,1193,85
0,1193,85
0,1193,85
inequality,1194,36
0,1194,85
evil,1194,85
0,1194,85
necessary,1194,85
evil,1194,85
gun,1195,36
0,1195,85
safe,1195,85
0,1195,85
0,1195,85
0,1195,85
firearm,1196,36
0,1196,85
problem,1196,85
0,1196,85
but,1196,85
those,1196,85
0,1197,85
Poverty,1197,36
Read,1197,85
0,1197,85
0,1197,85
0,1197,85
0,1198,85
0,1198,85
clutch,1198,85
0,1198,85
of,1198,85
taxpayer,1198,36
0,1199,85
0,1199,85
Cruz,1199,85
0,1199,85
0,1199,85
0,1199,85
0,1200,85
0,1200,85
havoc,1200,85
0,1200,85
0,1200,85
0,1200,85
0,1201,85
0,1201,85
specter,1201,85
0,1201,85
of,1201,85
election,1201,36
0,1202,85
0,1202,85
specter,1202,85
0,1202,85
0,1202,85
0,1202,85
0,1203,85
0,1203,85
havoc,1203,85
0,1203,85
general-election,1203,36
havoc,1203,85
0,1204,85
0,1204,85
rate,1204,85
0,1204,85
income-tax,1204,37
rate,1204,85
0,1205,85
0,1205,85
reform,1205,85
0,1205,85
0,1205,85
0,1205,85
anarchy,1206,85
0,1206,85
form,1206,85
0,1206,85
of,1206,85
democracy,1206,37
0,1207,85
0,1207,85
tax,1207,85
0,1207,85
0,1207,85
0,1207,85
0,1208,85
request,1208,85
EU,1208,85
0,1208,85
0,1208,85
0,1208,85
0,1209,85
0,1209,85
tax,1209,85
0,1209,85
on,1209,85
wealthy,1209,37
0,1210,85
0,1210,85
tax,1210,85
0,1210,85
higher,1210,85
tax,1210,85
0,1211,85
0,1211,85
amount,1211,85
0,1211,85
0,1211,85
0,1211,85
0,1212,85
0,1212,85
Summit,1212,85
0,1212,85
0,1212,85
0,1212,85
0,1213,85
0,1213,85
Summit,1213,85
0,1213,85
Taxation,1213,37
Summit,1213,85
0,1214,85
0,1214,85
rate,1214,85
0,1214,85
higher,1214,85
rate,1214,85
0,1215,85
0,1215,85
amount,1215,85
0,1215,85
high,1215,85
amount,1215,85
0,1216,85
0,1216,85
amount,1216,85
0,1216,85
of,1216,85
taxation,1216,37
which,1217,85
tax,1217,37
pay,1217,85
0,1217,85
0,1217,85
0,1217,85
0,1218,85
0,1218,85
reform,1218,85
0,1218,85
political,1218,85
reform,1218,85
0,1219,85
0,1219,85
peak,1219,85
0,1219,85
of,1219,85
poverty,1219,37
0,1220,85
request,1220,85
EU,1220,85
0,1220,85
for,1220,85
tariff,1220,37
0,1221,85
0,1221,85
rate,1221,85
0,1221,85
0,1221,85
0,1221,85
anarchy,1222,85
0,1222,85
form,1222,85
0,1222,85
higher,1222,85
form,1222,85
anarchy,1223,85
0,1223,85
form,1223,85
0,1223,85
0,1223,85
0,1223,85
0,1224,85
0,1224,85
assault,1224,85
0,1224,85
Such,1224,85
assault,1224,85
0,1225,85
0,1225,85
attack,1225,85
0,1225,85
0,1225,85
0,1225,85
0,1226,85
0,1226,85
attack,1226,85
0,1226,85
of,1226,85
poverty,1226,38
0,1227,85
0,1227,85
assault,1227,85
0,1227,85
poverty,1227,38
assault,1227,85
0,1228,85
0,1228,85
assault,1228,85
0,1228,85
0,1228,85
0,1228,85
0,1229,85
0,1229,85
parasite,1229,85
0,1229,85
0,1229,85
0,1229,85
taxation,1230,39
0,1230,85
parasite,1230,85
0,1230,85
0,1230,85
0,1230,85
It,1231,85
0,1231,85
parasite,1231,85
0,1231,85
0,1231,85
0,1231,85
0,1232,85
0,1232,85
parasite,1232,85
0,1232,85
0,1232,85
0,1232,85
bureaucrat,1233,39
0,1233,85
live,1233,85
0,1233,85
0,1233,85
0,1233,85
0,1234,85
0,1234,85
leech,1234,85
0,1234,85
of,1234,85
bureaucracy,1234,39
0,1235,85
0,1235,85
leech,1235,85
0,1235,85
bloated,1235,85
leech,1235,85
tax,1236,39
0,1236,85
tapeworm,1236,85
0,1236,85
double,1236,85
tapeworm,1236,85
tax,1237,39
0,1237,85
tapeworm,1237,85
0,1237,85
To,1237,85
him,1237,85
0,1238,85
0,1238,85
parasite,1238,85
0,1238,85
of,1238,85
government,1238,39
0,1239,85
0,1239,85
one,1239,85
0,1239,85
0,1239,85
0,1239,85
tax,1240,39
0,1240,85
kind,1240,85
0,1240,85
of,1240,85
parasite,1240,85
0,1241,85
0,1241,85
infestation,1241,85
0,1241,85
0,1241,85
0,1241,85
0,1242,85
0,1242,85
parasite,1242,85
0,1242,85
of,1242,85
congress,1242,39
0,1243,85
0,1243,85
one,1243,85
0,1243,85
in,1243,85
government,1243,39
0,1244,85
0,1244,85
infestation,1244,85
0,1244,85
of,1244,85
congressman,1244,39
0,1245,85
0,1245,85
parasite,1245,85
0,1245,85
vast,1245,85
parasite,1245,85
It,1246,85
0,1246,85
parasite,1246,85
0,1246,85
huge,1246,85
parasite,1246,85
0,1247,85
0,1247,85
leech,1247,85
0,1247,85
of,1247,85
taxation,1247,39
0,1248,85
0,1248,85
leech,1248,85
0,1248,85
0,1248,85
0,1248,85
taxation,1249,39
0,1249,85
parasite,1249,85
0,1249,85
on,1249,85
life,1249,85
0,1250,85
0,1250,85
level,1250,85
0,1250,85
0,1250,85
0,1250,85
0,1251,85
0,1251,85
level,1251,85
0,1251,85
low,1251,85
level,1251,85
0,1252,85
0,1252,85
level,1252,85
0,1252,85
0,1252,85
0,1252,85
0,1253,85
0,1253,85
level,1253,85
0,1253,85
ownership,1253,40
level,1253,85
0,1254,85
0,1254,85
level,1254,85
0,1254,85
of,1254,85
control,1254,40
0,1255,85
0,1255,85
level,1255,85
0,1255,85
firearm,1255,40
level,1255,85
0,1256,85
0,1256,85
level,1256,85
0,1256,85
0,1256,85
0,1256,85
0,1257,85
0,1257,85
level,1257,85
0,1257,85
of,1257,85
inequality,1257,40
0,1258,85
0,1258,85
blitzkrieg,1258,85
0,1258,85
control,1258,41
blitzkrieg,1258,85
0,1259,85
0,1259,85
movement,1259,85
0,1259,85
control,1259,41
movement,1259,85
0,1260,85
0,1260,85
weapon,1260,85
0,1260,85
diplomatic,1260,41
weapon,1260,85
0,1261,85
0,1261,85
War,1261,85
0,1261,85
0,1261,85
0,1261,85
0,1262,85
0,1262,85
assault,1262,85
0,1262,85
on,1262,85
tax,1262,41
0,1263,85
0,1263,85
battle,1263,85
0,1263,85
control,1263,41
battle,1263,85
0,1264,85
0,1264,85
ally,1264,85
0,1264,85
of,1264,85
man,1264,85
0,1265,85
0,1265,85
arrow,1265,85
0,1265,85
0,1265,85
0,1265,85
0,1266,85
0,1266,85
collaborator,1266,85
0,1266,85
with,1266,85
control,1266,41
0,1267,85
0,1267,85
fight,1267,85
0,1267,85
bureaucratic,1267,41
fight,1267,85
0,1268,85
0,1268,85
collaborator,1268,85
0,1268,85
0,1268,85
0,1268,85
0,1269,85
0,1269,85
battle,1269,85
0,1269,85
0,1269,85
0,1269,85
0,1270,85
0,1270,85
movement,1270,85
0,1270,85
modern,1270,85
movement,1270,85
0,1271,85
0,1271,85
war,1271,85
0,1271,85
of,1271,85
taxation,1271,41
0,1272,85
0,1272,85
war,1272,85
0,1272,85
0,1272,85
0,1272,85
0,1273,85
0,1273,85
battle,1273,85
0,1273,85
0,1273,85
0,1273,85
that,1274,85
hunger,1274,41
battle,1274,85
0,1274,85
0,1274,85
0,1274,85
0,1275,85
0,1275,85
ally,1275,85
0,1275,85
government,1275,41
ally,1275,85
0,1276,85
0,1276,85
ally,1276,85
0,1276,85
0,1276,85
0,1276,85
0,1277,85
incumbent,1277,41
attacking,1277,85
0,1277,85
0,1277,85
0,1277,85
0,1278,85
0,1278,85
ambush,1278,85
0,1278,85
0,1278,85
0,1278,85
0,1279,85
0,1279,85
battle,1279,85
0,1279,85
0,1279,85
0,1279,85
0,1280,85
0,1280,85
cost,1280,85
0,1280,85
ongoing,1280,85
cost,1280,85
0,1281,85
0,1281,85
cost,1281,85
0,1281,85
of,1281,85
ongoing,1281,85
0,1282,85
0,1282,85
ambush,1282,85
0,1282,85
0,1282,85
0,1282,85
0,1283,85
0,1283,85
battle,1283,85
0,1283,85
0,1283,85
0,1283,85
0,1284,85
0,1284,85
war,1284,85
0,1284,85
larger,1284,85
war,1284,85
0,1285,85
0,1285,85
attack,1285,85
0,1285,85
0,1285,85
0,1285,85
0,1286,85
0,1286,85
trafficking,1286,85
0,1286,85
firearm,1286,41
trafficking,1286,85
0,1287,85
0,1287,85
army,1287,85
0,1287,85
0,1287,85
0,1287,85
0,1288,85
0,1288,85
ally,1288,85
0,1288,85
durable,1288,85
ally,1288,85
0,1289,85
0,1289,85
War,1289,85
0,1289,85
on,1289,85
Poverty,1289,41
Congress,1290,85
owner,1290,41
attack,1290,85
0,1290,85
for,1290,85
failure,1290,85
0,1291,85
0,1291,85
war,1291,85
0,1291,85
0,1291,85
0,1291,85
0,1292,85
0,1292,85
battle,1292,85
0,1292,85
over,1292,85
control,1292,41
0,1293,85
0,1293,85
attack,1293,85
0,1293,85
vicious,1293,85
attack,1293,85
0,1294,85
0,1294,85
army,1294,85
0,1294,85
gun-nut,1294,41
army,1294,85
0,1295,85
0,1295,85
army,1295,85
0,1295,85
nit-wit,1295,85
army,1295,85
0,1296,85
0,1296,85
army,1296,85
0,1296,85
thirty-million,1296,85
army,1296,85
0,1297,85
0,1297,85
battle,1297,85
0,1297,85
for,1297,85
year,1297,85
He,1298,85
Constitution,1298,41
attack,1298,85
0,1298,85
0,1298,85
0,1298,85
0,1299,85
0,1299,85
attack,1299,85
0,1299,85
pre-election,1299,41
attack,1299,85
0,1300,85
0,1300,85
Dec,1300,85
0,1300,85
0,1300,85
0,1300,85
0,1301,85
0,1301,85
arrow,1301,85
0,1301,85
diplomatic,1301,41
arrow,1301,85
0,1302,85
0,1302,85
attack,1302,85
0,1302,85
0,1302,85
0,1302,85
0,1303,85
0,1303,85
war,1303,85
0,1303,85
tariff,1303,41
war,1303,85
0,1304,85
0,1304,85
trafficking,1304,85
0,1304,85
0,1304,85
0,1304,85
0,1305,85
0,1305,85
War,1305,85
0,1305,85
0,1305,85
0,1305,85
wealth,1306,41
will,1306,85
torpedoed,1306,85
0,1306,85
0,1306,85
0,1306,85
0,1307,85
0,1307,85
ambush,1307,85
0,1307,85
well-designed,1307,85
ambush,1307,85
Congress,1308,85
owner,1308,41
attack,1308,85
0,1308,85
0,1308,85
0,1308,85
0,1309,85
0,1309,85
ambush,1309,85
0,1309,85
taxpayer,1309,41
ambush,1309,85
0,1310,85
0,1310,85
cost,1310,85
0,1310,85
0,1310,85
0,1310,85
0,1311,85
0,1311,85
ambush,1311,85
0,1311,85
of,1311,85
tax,1311,41
0,1312,85
0,1312,85
battle,1312,85
0,1312,85
bureaucratic,1312,41
battle,1312,85
0,1313,85
0,1313,85
War,1313,85
0,1313,85
of,1313,85
Poverty,1313,41
0,1314,85
0,1314,85
trafficking,1314,85
0,1314,85
general,1314,85
trafficking,1314,85
0,1315,85
0,1315,85
aim,1315,85
0,1315,85
ultimate,1315,85
aim,1315,85
0,1316,85
0,1316,85
aim,1316,85
0,1316,85
of,1316,85
Obamacare,1316,42
0,1317,85
0,1317,85
aim,1317,85
0,1317,85
0,1317,85
0,1317,85
0,1318,85
0,1318,85
average,1318,85
0,1318,85
0,1318,85
0,1318,85
0,1319,85
0,1319,85
loss,1319,85
0,1319,85
of,1319,85
Amendment,1319,85
0,1320,85
0,1320,85
uncertainty,1320,85
0,1320,85
0,1320,85
0,1320,85
many,1321,85
gun,1321,42
filed,1321,85
0,1321,85
many,1321,85
filed,1321,85
regulation,1322,42
oil,1322,85
hydrogenated,1322,85
0,1322,85
with,1322,85
oil,1322,85
0,1323,85
0,1323,85
loss,1323,85
0,1323,85
of,1323,85
government,1323,42
people,1324,85
wealth,1324,42
have,1324,85
0,1324,85
0,1324,85
0,1324,85
0,1325,85
0,1325,85
piece,1325,85
0,1325,85
of,1325,85
regulation,1325,42
0,1326,85
0,1326,85
tragedy,1326,85
0,1326,85
0,1326,85
0,1326,85
firearm,1327,42
0,1327,85
teddy,1327,85
0,1327,85
0,1327,85
0,1327,85
0,1328,85
0,1328,85
loss,1328,85
0,1328,85
of,1328,85
freedom,1328,85
0,1329,85
0,1329,85
side,1329,85
0,1329,85
anti-gun,1329,42
side,1329,85
0,1330,85
0,1330,85
size,1330,85
0,1330,85
0,1330,85
0,1330,85
0,1331,85
0,1331,85
felicity,1331,85
0,1331,85
0,1331,85
0,1331,85
0,1332,85
0,1332,85
felicity,1332,85
0,1332,85
bureaucratic,1332,42
felicity,1332,85
0,1333,85
0,1333,85
search,1333,85
0,1333,85
0,1333,85
0,1333,85
poverty,1334,42
million,1334,85
deprives,1334,85
0,1334,85
0,1334,85
0,1334,85
0,1335,85
0,1335,85
decision,1335,85
0,1335,85
of,1335,85
government,1335,42
0,1336,85
0,1336,85
element,1336,85
0,1336,85
0,1336,85
0,1336,85
0,1337,85
0,1337,85
season,1337,85
0,1337,85
0,1337,85
0,1337,85
0,1338,85
0,1338,85
element,1338,85
0,1338,85
of,1338,85
control,1338,42
0,1339,85
0,1339,85
Bonds,1339,85
0,1339,85
Democracy,1339,42
Bonds,1339,85
gun,1340,42
0,1340,85
reminder,1340,85
0,1340,85
of,1340,85
hardship,1340,85
government,1341,42
0,1341,85
put,1341,85
0,1341,85
in,1341,85
position,1341,85
Journal,1342,85
election,1342,42
as,1342,85
0,1342,85
0,1342,85
0,1342,85
0,1343,85
0,1343,85
norm,1343,85
0,1343,85
embracing,1343,85
norm,1343,85
0,1344,85
0,1344,85
level,1344,85
0,1344,85
0,1344,85
0,1344,85
government,1345,42
0,1345,85
put,1345,85
0,1345,85
0,1345,85
0,1345,85
0,1346,85
account,1346,85
doe,1346,85
0,1346,85
0,1346,85
0,1346,85
authority,1347,85
0,1347,85
gun,1347,42
0,1347,85
0,1347,85
0,1347,85
0,1348,85
0,1348,85
pound,1348,85
0,1348,85
0,1348,85
0,1348,85
0,1349,85
0,1349,85
model,1349,85
0,1349,85
of,1349,85
socialism,1349,85
0,1350,85
0,1350,85
model,1350,85
0,1350,85
bureaucratic,1350,42
model,1350,85
0,1351,85
0,1351,85
scheme,1351,85
0,1351,85
burdensome,1351,85
scheme,1351,85
0,1352,85
0,1352,85
taxation,1352,42
0,1352,85
without,1352,85
representation,1352,85
Rarely,1353,85
0,1353,85
acclaimed,1353,85
0,1353,85
promoted,1353,85
acclaimed,1353,85
0,1354,85
0,1354,85
character,1354,85
0,1354,85
0,1354,85
0,1354,85
0,1355,85
0,1355,85
standard,1355,85
0,1355,85
poverty,1355,42
standard,1355,85
0,1356,85
0,1356,85
level,1356,85
0,1356,85
0,1356,85
0,1356,85
0,1357,85
0,1357,85
standard,1357,85
0,1357,85
low,1357,85
standard,1357,85
0,1358,85
0,1358,85
garbage,1358,85
0,1358,85
control,1358,42
garbage,1358,85
0,1359,85
0,1359,85
Bonds,1359,85
0,1359,85
0,1359,85
0,1359,85
0,1360,85
0,1360,85
decision,1360,85
0,1360,85
government,1360,42
decision,1360,85
0,1361,85
0,1361,85
background,1361,85
0,1361,85
0,1361,85
0,1361,85
0,1362,85
0,1362,85
Libertarians,1362,85
0,1362,85
0,1362,85
0,1362,85
0,1363,85
0,1363,85
Failure,1363,85
0,1363,85
of,1363,85
Obamacare,1363,42
FIEs,1364,85
tax,1364,42
enjoy,1364,85
0,1364,85
0,1364,85
0,1364,85
Jamaica,1365,85
growth,1365,85
showed,1365,85
0,1365,85
0,1365,85
0,1365,85
tariff,1366,42
0,1366,85
range,1366,85
0,1366,85
from,1366,85
percent,1366,85
0,1367,85
0,1367,85
world,1367,85
0,1367,85
of,1367,85
control,1367,42
0,1368,85
0,1368,85
thing,1368,85
0,1368,85
0,1368,85
0,1368,85
who,1369,85
0,1369,85
forced,1369,85
0,1369,85
0,1369,85
0,1369,85
who,1370,85
0,1370,85
forced,1370,85
0,1370,85
by,1370,85
poverty,1370,42
regulation,1371,42
oil,1371,85
hydrogenated,1371,85
0,1371,85
0,1371,85
0,1371,85
0,1372,85
0,1372,85
search,1372,85
0,1372,85
of,1372,85
vote,1372,42
government,1373,42
power,1373,85
giving,1373,85
government,1373,85
to,1373,85
people,1373,85
control,1374,42
0,1374,85
endless,1374,85
0,1374,85
0,1374,85
0,1374,85
0,1375,85
0,1375,85
norm,1375,85
0,1375,85
global,1375,85
norm,1375,85
gun,1376,42
0,1376,85
regulated,1376,85
0,1376,85
like,1376,85
car,1376,85
government,1377,42
power,1377,85
giving,1377,85
government,1377,85
0,1377,85
0,1377,85
0,1378,85
election,1378,42
frame,1378,85
0,1378,85
a,1378,85
choice,1378,85
tariff,1379,42
0,1379,85
range,1379,85
0,1379,85
from,1379,85
0,1379,85
0,1380,85
0,1380,85
performance,1380,85
0,1380,85
0,1380,85
0,1380,85
0,1381,85
0,1381,85
tramp,1381,85
0,1381,85
0,1381,85
0,1381,85
0,1382,85
0,1382,85
strategy,1382,85
0,1382,85
pro-growth,1382,85
strategy,1382,85
0,1383,85
0,1383,85
model,1383,85
0,1383,85
0,1383,85
0,1383,85
tariff,1384,42
0,1384,85
range,1384,85
0,1384,85
average,1384,85
range,1384,85
tariff,1385,42
0,1385,85
range,1385,85
0,1385,85
with,1385,85
average,1385,85
control,1386,42
0,1386,85
product,1386,85
0,1386,85
By,1386,85
way,1386,85
0,1387,85
0,1387,85
Changes,1387,85
0,1387,85
0,1387,85
0,1387,85
0,1388,85
0,1388,85
kind,1388,85
0,1388,85
0,1388,85
0,1388,85
0,1389,85
0,1389,85
logic,1389,85
0,1389,85
twisted,1389,85
logic,1389,85
0,1390,85
0,1390,85
kind,1390,85
0,1390,85
of,1390,85
reform,1390,42
0,1391,85
0,1391,85
community,1391,85
0,1391,85
right,1391,42
community,1391,85
0,1392,85
0,1392,85
standard,1392,85
0,1392,85
tariff,1392,42
standard,1392,85
0,1393,85
0,1393,85
supporter,1393,85
0,1393,85
many,1393,85
supporter,1393,85
control,1394,42
0,1394,85
work,1394,85
0,1394,85
0,1394,85
0,1394,85
0,1395,85
0,1395,85
range,1395,85
0,1395,85
wide,1395,85
range,1395,85
0,1396,85
0,1396,85
work,1396,85
0,1396,85
control,1396,42
work,1396,85
0,1397,85
0,1397,85
layer,1397,85
0,1397,85
of,1397,85
bureaucracy,1397,42
0,1398,85
0,1398,85
work,1398,85
0,1398,85
0,1398,85
0,1398,85
0,1399,85
0,1399,85
month,1399,85
0,1399,85
0,1399,85
0,1399,85
0,1400,85
ownership,1400,42
linking,1400,85
0,1400,85
to,1400,85
outcome,1400,85
0,1401,85
0,1401,85
Gap,1401,85
0,1401,85
0,1401,85
0,1401,85
0,1402,85
0,1402,85
level,1402,85
0,1402,85
tax,1402,42
level,1402,85
0,1403,85
0,1403,85
interlude,1403,85
0,1403,85
0,1403,85
0,1403,85
0,1404,85
0,1404,85
effect,1404,85
0,1404,85
0,1404,85
0,1404,85
0,1405,85
0,1405,85
nutter,1405,85
0,1405,85
control,1405,42
nutter,1405,85
0,1406,85
0,1406,85
garbage,1406,85
0,1406,85
0,1406,85
0,1406,85
0,1407,85
0,1407,85
relationship,1407,85
0,1407,85
with,1407,85
medium,1407,85
0,1408,85
0,1408,85
break,1408,85
0,1408,85
0,1408,85
0,1408,85
control,1409,42
0,1409,85
product,1409,85
0,1409,85
0,1409,85
0,1409,85
0,1410,85
0,1410,85
objective,1410,85
0,1410,85
poverty,1410,42
objective,1410,85
0,1411,85
0,1411,85
thing,1411,85
0,1411,85
frightening,1411,85
thing,1411,85
0,1412,85
0,1412,85
project,1412,85
0,1412,85
0,1412,85
0,1412,85
0,1413,85
0,1413,85
range,1413,85
0,1413,85
of,1413,85
control,1413,42
you,1414,85
control,1414,42
support,1414,85
0,1414,85
0,1414,85
0,1414,85
0,1415,85
0,1415,85
practice,1415,85
0,1415,85
of,1415,85
democracy,1415,42
tax,1416,42
0,1416,85
provide,1416,85
0,1416,85
0,1416,85
0,1416,85
gun,1417,42
0,1417,85
tool,1417,85
0,1417,85
effective,1417,85
tool,1417,85
0,1418,85
0,1418,85
story,1418,85
0,1418,85
0,1418,85
0,1418,85
0,1419,85
0,1419,85
talk,1419,85
0,1419,85
0,1419,85
0,1419,85
0,1420,85
0,1420,85
party,1420,85
0,1420,85
gun,1420,42
party,1420,85
gun,1421,42
0,1421,85
mix,1421,85
0,1421,85
0,1421,85
0,1421,85
gun,1422,42
0,1422,85
went,1422,85
0,1422,85
silent,1422,85
went,1422,85
gun,1423,42
0,1423,85
went,1423,85
0,1423,85
for,1423,85
armistice,1423,85
control,1424,42
0,1424,85
work,1424,85
0,1424,85
0,1424,85
0,1424,85
control,1425,42
0,1425,85
campaign,1425,85
0,1425,85
serious,1425,85
campaign,1425,85
0,1426,85
0,1426,85
project,1426,85
0,1426,85
of,1426,85
democracy,1426,42
0,1427,85
0,1427,85
season,1427,85
0,1427,85
election,1427,42
season,1427,85
0,1428,85
0,1428,85
form,1428,85
0,1428,85
of,1428,85
government,1428,42
0,1429,85
0,1429,85
art,1429,85
0,1429,85
0,1429,85
0,1429,85
tariff,1430,42
0,1430,85
range,1430,85
0,1430,85
0,1430,85
0,1430,85
0,1431,85
0,1431,85
community,1431,85
0,1431,85
0,1431,85
0,1431,85
Jamaica,1432,85
growth,1432,85
showed,1432,85
0,1432,85
Under,1432,85
government,1432,42
control,1433,42
0,1433,85
pitch,1433,85
0,1433,85
0,1433,85
0,1433,85
0,1434,85
0,1434,85
furniture,1434,85
0,1434,85
of,1434,85
government,1434,42
0,1435,85
0,1435,85
nation,1435,85
0,1435,85
European,1435,85
nation,1435,85
gun,1436,42
0,1436,85
toy,1436,85
0,1436,85
0,1436,85
0,1436,85
control,1437,42
0,1437,85
belief,1437,85
0,1437,85
0,1437,85
0,1437,85
control,1438,42
0,1438,85
belief,1438,85
0,1438,85
safe,1438,85
belief,1438,85
0,1439,85
0,1439,85
loss,1439,85
0,1439,85
0,1439,85
0,1439,85
0,1440,85
0,1440,85
introduction,1440,85
0,1440,85
0,1440,85
0,1440,85
gun,1441,42
0,1441,85
regulated,1441,85
0,1441,85
0,1441,85
0,1441,85
0,1442,85
0,1442,85
system,1442,85
0,1442,85
0,1442,85
0,1442,85
wealthy,1443,42
hit,1443,85
taking,1443,85
0,1443,85
0,1443,85
0,1443,85
0,1444,85
0,1444,85
system,1444,85
0,1444,85
tax,1444,42
system,1444,85
0,1445,85
0,1445,85
Failure,1445,85
0,1445,85
0,1445,85
0,1445,85
0,1446,85
time,1446,85
face,1446,85
firearm,1446,42
0,1446,85
0,1446,85
0,1447,85
0,1447,85
scheme,1447,85
0,1447,85
0,1447,85
0,1447,85
0,1448,85
0,1448,85
break,1448,85
0,1448,85
election,1448,42
break,1448,85
0,1449,85
0,1449,85
belief,1449,85
0,1449,85
0,1449,85
0,1449,85
0,1450,85
0,1450,85
season,1450,85
0,1450,85
election,1450,42
